term,fee,gender,job,package,age,family,payment,income_log,isna_job,married_1,married_2,married_3
46,100000.0,1,0,1,39,3,0,12.577653443193336,False,True,False,False
12,300002.4,1,0,1,56,1,1,12.765668433265594,False,True,False,False
12,200000.0,1,0,1,38,3,0,14.731800089837709,False,True,False,False
17,178750.02,0,5,0,66,2,0,13.208096151615411,False,True,False,False
32,101659.92,1,0,0,27,0,1,12.611541086966115,False,False,True,False
17,623940.96,1,1,0,45,1,1,13.815507557959775,False,True,False,False
17,210299.4,0,1,0,52,0,1,12.899212326061994,False,True,False,False
12,100000.8,1,0,1,58,3,1,14.113676234895149,False,True,False,False
12,100000.0,1,0,1,54,0,0,14.10319258678548,False,True,False,False
12,184505.16,0,0,1,49,0,1,13.304686600863562,False,False,True,False
88,110000.48,1,1,0,39,0,0,13.304686600863562,False,True,False,False
32,141699.97,1,0,0,45,1,0,13.122349377306328,False,True,False,False
27,200000.0,0,0,1,26,0,0,13.017005083966255,False,False,True,False
12,100000.0,0,3,1,50,0,0,13.753631962751733,False,False,False,True
18,150000.0,1,5,1,76,3,0,13.208096151615411,False,True,False,False
27,101000.76,0,0,1,27,2,1,12.206097645217678,False,True,False,False
9,120000.96,1,0,1,23,0,1,13.815507557959775,False,False,True,False
61,201236.05,1,0,0,44,3,0,13.710151153416941,False,True,False,False
12,100000.0,1,0,1,38,3,3,13.527829818844937,False,True,False,False
17,100514.2,1,0,0,46,1,0,13.592373256630534,False,True,False,False
17,133829.04,1,5,0,67,3,1,13.208096151615411,False,True,False,False
37,100000.0,1,0,1,38,2,0,13.487007879880162,False,True,False,False
17,300000.0,1,0,1,40,3,0,14.10319258678548,False,True,False,False
17,479995.44,1,0,0,34,1,1,14.260197020251155,False,True,False,False
41,100000.0,1,0,1,54,2,0,14.585619242623203,False,True,False,False
17,247831.66,0,5,0,63,2,0,13.208096151615411,False,True,False,False
98,350000.84,1,0,0,60,0,0,13.910814374111988,False,True,False,False
12,150000.0,1,4,1,30,3,0,12.765668433265594,False,True,False,False
27,100000.0,1,5,1,75,0,0,13.208096151615411,False,True,False,False
76,281442.64,1,0,0,27,0,2,13.764222526720769,False,False,True,False
57,120617.24,1,0,0,48,2,0,12.611541086966115,False,True,False,False
19,100000.0,1,4,1,55,1,0,14.038658109270484,False,True,False,False
12,100000.0,0,3,1,52,2,0,13.753631962751733,False,True,False,False
22,120000.96,1,0,1,43,2,1,13.710151153416941,False,True,False,False
12,100000.0,0,0,1,23,0,0,13.017005083966255,False,False,True,False
12,180002.4,1,0,0,43,2,1,13.384716872583063,False,True,False,False
17,100505.68,0,0,0,35,2,3,13.017005083966255,False,True,False,False
17,103081.48,0,1,0,48,0,0,13.304686600863562,False,False,True,False
22,120000.0,1,0,1,39,3,3,13.017005083966255,False,True,False,False
17,100000.0,1,0,1,46,0,3,14.10319258678548,False,True,False,False
95,100514.82,0,0,0,35,0,0,14.10319258678548,False,True,False,False
12,150000.0,0,0,1,42,2,0,12.036215089355926,False,True,False,False
17,149999.6,1,1,0,28,3,0,12.899212326061994,False,True,False,False
27,100000.0,1,0,1,38,3,3,12.899212326061994,False,True,False,False
22,100000.42,1,5,0,75,0,0,13.208096151615411,False,True,False,False
31,100000.0,1,5,1,64,1,3,13.208096151615411,False,True,False,False
17,100000.8,1,0,1,33,3,1,12.765702719077842,False,True,False,False
12,100000.0,0,0,1,36,2,3,13.017005083966255,False,True,False,False
22,150007.5,1,0,1,51,3,0,13.21544015593281,False,True,False,False
12,300000.0,0,3,1,45,0,0,13.753631962751733,False,True,False,False
17,160072.44,1,0,0,54,2,2,13.122349377306328,False,True,False,False
12,100000.0,1,1,1,67,0,3,13.997832948091215,False,True,False,False
17,236398.2,1,0,0,42,3,1,13.815507557959775,False,True,False,False
32,100000.0,1,5,1,62,3,0,13.208096151615411,False,True,False,False
27,160465.8,1,0,0,41,2,1,12.899212326061994,False,True,False,False
22,103909.57,0,1,0,44,0,0,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,28,3,3,13.304686600863562,False,True,False,False
17,187226.64,1,0,0,52,2,1,12.899212326061994,False,True,False,False
52,150000.0,1,0,1,42,3,0,13.527829818844937,False,True,False,False
22,140000.0,0,0,1,48,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,40,3,0,11.608172006386038,False,True,False,False
17,100000.0,1,0,1,37,2,0,12.899212326061994,False,True,False,False
58,149999.87,1,0,0,47,3,0,14.731800089837709,False,True,False,False
17,177738.31,0,0,0,57,3,0,13.038975246704881,False,True,False,False
57,102000.84,1,0,1,25,0,1,13.304686600863562,False,False,True,False
39,100000.0,1,0,1,55,1,0,12.611541086966115,False,True,False,False
63,150000.0,1,0,1,30,1,1,13.384735334149926,False,True,False,False
41,500000.0,1,0,1,44,1,0,12.542534167808274,False,True,False,False
12,120000.96,1,0,1,34,2,1,13.592373256630534,False,True,False,False
22,103090.02,0,1,0,58,0,0,13.122349377306328,False,True,False,False
12,100000.0,1,0,1,57,1,0,13.122373377354329,False,True,False,False
100,100809.66,1,0,0,44,0,3,14.10319258678548,False,True,False,False
12,100000.0,0,0,1,27,0,0,11.98291034404018,False,False,True,False
12,150001.08,1,0,1,51,2,1,14.220976332738882,False,True,False,False
12,100000.0,1,0,1,46,0,3,14.10319258678548,False,True,False,False
17,153653.04,1,1,0,56,1,1,13.458831328302072,False,True,False,False
12,1000000.0,1,0,1,42,1,0,13.527829818844937,False,True,False,False
12,200000.0,0,0,1,44,3,0,12.899212326061994,False,True,False,False
22,113533.81,0,5,0,66,2,0,13.208096151615411,False,True,False,False
12,250002.0,0,1,1,64,2,1,13.710151153416941,False,True,False,False
22,100000.0,1,0,1,47,3,0,12.745476979754143,False,True,False,False
61,100000.0,0,0,1,33,3,0,12.206097645217678,False,True,False,False
45,800000.0,1,0,1,49,0,0,13.592373256630534,False,False,True,False
12,400000.0,1,0,1,50,1,0,13.458831328302072,False,True,False,False
12,150000.0,1,0,1,44,1,0,13.122373377354329,False,True,False,False
12,100000.0,1,0,1,40,2,0,14.151300418963046,False,True,False,False
12,100000.0,1,0,1,19,0,3,12.429204196772384,False,False,True,False
12,100000.0,0,0,1,44,3,0,12.765668433265594,False,True,False,False
17,255933.6,1,0,0,58,2,1,13.458831328302072,False,True,False,False
38,100000.0,1,0,1,56,3,0,13.122373377354329,False,True,False,False
22,100000.0,1,0,1,43,2,0,13.017005083966255,False,True,False,False
12,150001.2,1,0,1,37,1,1,12.765668433265594,False,True,False,False
38,300000.0,1,0,1,57,2,0,13.815507557959775,False,True,False,False
17,122808.96,1,0,0,46,2,1,13.710151153416941,False,True,False,False
93,112292.84,1,1,0,42,0,0,13.997832948091215,False,True,False,False
17,139381.68,1,0,0,53,3,1,13.710151153416941,False,True,False,False
27,199991.6,0,0,0,60,0,0,13.815507557959775,False,False,True,False
36,101350.0,1,0,1,38,3,0,16.888203918950687,False,True,False,False
12,250000.0,1,0,1,82,0,0,13.698955393165837,False,True,False,False
41,100000.0,1,0,1,44,1,0,12.948012371209098,False,True,False,False
12,127130.0,1,0,1,39,1,0,12.292273277288022,False,True,False,False
26,125000.0,0,0,1,59,1,0,11.695255355062795,False,True,False,False
31,1008008.04,1,0,1,54,1,1,14.220976332738882,False,True,False,False
51,104724.99,1,6,1,46,0,0,14.083440771005728,True,True,False,False
17,113316.53,1,0,0,41,3,0,14.508654238518094,False,True,False,False
21,150000.0,1,0,1,78,2,3,14.10319258678548,False,True,False,False
17,121867.68,1,0,0,42,2,1,13.815507557959775,False,True,False,False
32,100065.28,0,1,0,21,0,0,12.367328027087364,False,False,True,False
36,150000.0,1,0,1,58,2,3,12.429204196772384,False,True,False,False
12,120000.96,1,1,1,38,2,1,12.899212326061994,False,True,False,False
22,200000.0,1,0,1,41,2,0,16.02598047169963,False,True,False,False
52,100000.0,1,0,1,43,1,0,13.017005083966255,False,True,False,False
17,100000.54,1,0,0,33,2,0,13.458831328302072,False,True,False,False
12,100000.0,0,0,1,80,0,0,14.10319258678548,False,True,False,False
12,120000.84,0,0,1,56,0,1,12.542534167808274,False,False,False,True
12,100000.0,1,0,1,36,1,3,10.819638274609368,False,True,False,False
12,299999.99,1,5,1,63,2,0,13.208096151615411,False,True,False,False
56,126000.0,1,0,1,26,0,1,12.388398368982115,False,False,True,False
12,350000.0,1,0,1,23,0,0,13.458831328302072,False,False,True,False
27,100001.0,1,0,1,59,0,0,14.10319258678548,False,True,False,False
38,120000.0,0,0,1,46,2,1,12.429204196772384,False,True,False,False
82,100000.0,1,0,1,69,0,3,14.10319258678548,False,True,False,False
97,101550.0,1,0,0,48,0,0,13.997832948091215,False,True,False,False
27,120000.96,1,0,1,56,1,1,14.10319258678548,False,True,False,False
27,200000.0,1,0,1,47,2,0,12.301369188877887,False,True,False,False
17,300002.4,1,0,1,49,2,1,13.592373256630534,False,True,False,False
17,100000.44,1,0,0,59,3,0,15.201804169083884,False,True,False,False
53,100476.62,1,0,0,51,1,0,12.899212326061994,False,True,False,False
61,150000.0,1,0,1,66,0,3,14.10319258678548,False,True,False,False
17,100000.0,1,0,1,34,2,3,13.122373377354329,False,True,False,False
19,100000.0,1,0,1,26,1,0,13.22851817753471,False,True,False,False
17,128500.92,0,0,0,46,3,1,13.199326270390594,False,True,False,False
17,100000.0,1,0,1,26,0,0,12.899212326061994,False,False,True,False
17,129999.46,0,1,0,55,0,0,13.122349377306328,False,True,False,False
32,103090.02,1,0,0,65,0,0,13.592358256611783,False,True,False,False
22,103091.16,0,0,0,62,1,0,13.304686600863562,False,True,False,False
17,100000.0,0,3,1,29,3,2,13.753631962751733,False,True,False,False
75,200000.4,1,5,0,55,0,0,13.208096151615411,False,True,False,False
12,100000.0,1,4,1,43,2,0,12.206097645217678,False,True,False,False
12,500000.0,1,1,1,44,2,0,15.319588176962746,False,True,False,False
89,149999.86,1,5,0,76,0,0,13.208096151615411,False,True,False,False
22,148189.92,1,0,0,61,2,1,13.815507557959775,False,True,False,False
36,500000.0,1,0,1,58,3,0,13.997832948091215,False,True,False,False
17,100010.4,1,2,0,54,1,1,12.899212326061994,False,True,False,False
12,350000.0,1,0,1,29,0,0,12.314913597436966,False,False,True,False
74,100513.25,0,0,0,48,3,0,14.10319258678548,False,True,False,False
27,148579.49,0,0,0,43,0,0,13.458831328302072,False,False,True,False
28,100000.0,1,0,1,67,3,0,12.429204196772384,False,True,False,False
12,240001.92,1,0,1,53,1,1,15.03928510723306,False,True,False,False
67,199999.84,1,5,0,68,2,0,13.208096151615411,False,True,False,False
22,200000.0,1,0,1,44,1,0,14.914123179965662,False,True,False,False
27,200000.0,0,0,1,33,1,0,12.899212326061994,False,True,False,False
12,100000.0,0,1,1,43,2,0,12.765668433265594,False,True,False,False
60,120000.0,0,0,1,34,3,2,13.122373377354329,False,True,False,False
12,210000.0,1,1,1,35,1,0,13.567050480716235,False,True,False,False
27,1000000.0,1,0,1,53,0,0,14.10319258678548,False,True,False,False
12,999999.0,0,0,1,30,0,0,13.304686600863562,False,False,True,False
90,555554.02,0,0,0,65,0,0,13.997832948091215,False,True,False,False
27,115285.8,0,1,0,34,0,1,14.508654238518094,False,True,False,False
17,119999.56,1,5,0,66,2,2,13.208096151615411,False,True,False,False
97,108003.72,1,0,0,37,0,1,13.592358256611783,False,True,False,False
12,105563.0,1,1,1,72,2,0,13.122349377306328,False,True,False,False
12,100000.0,1,0,1,55,3,0,13.038975246704881,False,True,False,False
12,135002.7,1,0,1,62,3,0,12.524544558301603,False,True,False,False
22,199994.66,1,0,0,46,1,0,12.388398368982115,False,True,False,False
12,150004.2,1,0,1,47,2,1,15.096444681204078,False,True,False,False
9,100000.0,1,0,1,28,2,0,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,43,3,0,12.899212326061994,False,True,False,False
22,100000.0,1,0,1,37,1,0,13.458831328302072,False,True,False,False
12,199999.68,0,0,0,49,1,0,12.611541086966115,False,True,False,False
17,100000.0,1,0,1,24,0,3,12.736692073024004,False,False,True,False
63,100000.0,1,0,1,29,1,0,13.815507557959775,False,True,False,False
61,100000.0,0,0,1,33,1,0,12.206097645217678,False,True,False,False
12,100000.8,1,0,1,25,2,1,12.899212326061994,False,True,False,False
12,100000.0,0,1,1,25,2,0,13.122349377306328,False,True,False,False
43,1000000.0,1,0,1,42,2,0,15.607270193858982,False,True,False,False
17,100000.0,1,0,1,34,0,3,14.10319258678548,False,True,False,False
19,100000.0,1,4,1,25,0,0,12.899212326061994,False,False,True,False
17,149988.23,1,5,0,64,1,0,13.208096151615411,False,True,False,False
17,116171.5,0,1,0,53,0,3,13.122349377306328,False,True,False,False
17,125722.96,1,1,0,58,3,3,13.458831328302072,False,True,False,False
12,100000.0,1,5,1,77,1,3,13.208096151615411,False,True,False,False
59,100000.0,1,0,1,24,0,2,12.611541086966115,False,False,True,False
93,120556.2,1,0,0,39,0,1,14.10319258678548,False,True,False,False
12,150001.2,1,0,1,40,0,1,14.690979711984754,False,False,True,False
70,126000.8,1,1,0,34,2,0,13.815507557959775,False,True,False,False
12,100000.8,1,0,1,45,1,1,13.458831328302072,False,True,False,False
27,500000.0,1,0,1,57,1,0,14.633345327243763,False,True,False,False
22,100000.0,1,0,1,30,2,0,13.122373377354329,False,True,False,False
12,100000.0,1,0,1,53,2,0,12.765668433265594,False,True,False,False
12,100000.0,1,0,1,43,3,3,12.388398368982115,False,True,False,False
23,150000.0,1,5,1,71,1,0,13.208096151615411,False,True,False,False
12,350000.0,1,0,1,36,1,0,13.122373377354329,False,True,False,False
17,150000.0,1,0,1,45,3,0,15.06827495503005,False,True,False,False
53,200000.0,1,0,1,42,3,3,13.815507557959775,False,True,False,False
54,112519.56,1,1,0,51,1,1,13.122349377306328,False,True,False,False
12,150000.0,1,0,1,43,3,0,12.899212326061994,False,True,False,False
98,120005.16,1,1,0,42,0,1,13.710151153416941,False,True,False,False
17,128500.92,1,0,0,40,1,1,13.122349377306328,False,True,False,False
23,100000.0,1,0,1,71,2,0,12.765702719077842,False,True,False,False
47,100000.0,0,0,1,26,0,0,12.388398368982115,False,False,True,False
47,150000.0,1,0,1,47,3,0,13.304686600863562,False,True,False,False
17,100000.0,1,0,1,35,0,3,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,39,2,3,13.554136702879454,False,True,False,False
12,699999.99,0,1,1,53,2,0,13.790193775620484,False,True,False,False
22,200000.52,1,0,0,71,1,2,13.592358256611783,False,True,False,False
27,100000.0,0,0,1,34,3,0,12.765702719077842,False,True,False,False
97,126937.5,1,0,0,53,0,0,14.10319258678548,False,True,False,False
47,142000.0,1,0,1,48,3,0,13.815507557959775,False,True,False,False
36,100000.0,0,3,1,59,1,0,13.753631962751733,False,True,False,False
54,274999.83,1,0,0,50,3,0,13.710151153416941,False,True,False,False
12,151151.0,1,1,1,39,3,0,13.122349377306328,False,True,False,False
72,150000.0,1,0,0,62,1,0,14.10319258678548,False,True,False,False
93,100514.82,1,0,0,47,0,0,14.10319258678548,False,True,False,False
88,177311.07,1,1,0,43,0,0,13.910814374111988,False,True,False,False
12,100000.0,1,0,1,46,1,0,13.122373377354329,False,True,False,False
55,100000.0,0,0,1,40,3,3,12.429204196772384,False,True,False,False
12,100000.0,1,1,1,78,1,0,13.017005083966255,False,True,False,False
96,119998.44,1,1,0,39,0,1,13.815507557959775,False,True,False,False
12,100000.0,1,0,1,48,1,0,12.899212326061994,False,True,False,False
12,500000.0,1,0,1,87,2,0,14.10319258678548,False,True,False,False
96,119999.64,1,0,0,30,0,1,13.122349377306328,False,True,False,False
12,100000.0,0,0,1,46,3,0,12.899212326061994,False,True,False,False
27,250000.0,0,0,1,28,2,0,12.765702719077842,False,True,False,False
12,250000.0,0,0,1,44,1,0,13.477933511265102,False,True,False,False
27,100000.0,1,0,1,45,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,36,0,0,15.06827495503005,False,False,True,False
22,100000.0,1,0,1,44,1,0,12.899212326061994,False,True,False,False
22,120000.96,1,4,1,35,0,1,13.2357009912429,False,False,True,False
23,100000.0,0,0,1,72,2,0,14.606439860560323,False,True,False,False
12,150000.0,1,1,1,37,1,0,12.429204196772384,False,True,False,False
22,199999.84,1,0,0,70,2,2,13.592358256611783,False,True,False,False
86,110000.45,1,1,0,56,0,0,14.220976332738882,False,True,False,False
17,102908.52,1,0,0,62,0,2,13.304686600863562,False,False,True,False
100,201029.4,1,0,0,66,0,0,14.10319258678548,False,True,False,False
12,200000.0,1,0,1,49,3,2,13.652988099048507,False,True,False,False
12,120003.36,1,0,1,55,1,1,12.429204196772384,False,True,False,False
12,100000.0,1,0,1,52,1,0,14.10319258678548,False,True,False,False
17,100001.84,1,1,0,41,0,0,13.815507557959775,False,False,True,False
35,150000.0,0,0,1,60,3,0,13.122373377354329,False,True,False,False
60,100000.0,1,0,1,35,1,0,13.122373377354329,False,True,False,False
17,114998.96,1,1,0,48,1,0,13.122349377306328,False,True,False,False
44,100000.0,1,0,1,50,1,3,12.429204196772384,False,True,False,False
40,500000.0,1,0,1,44,3,0,15.096444681204078,False,True,False,False
12,100000.8,1,4,1,30,1,1,12.611541086966115,False,True,False,False
17,100000.41,1,4,0,24,0,0,12.899212326061994,False,False,True,False
51,100000.0,1,0,1,44,2,0,13.122373377354329,False,True,False,False
89,200231.6,1,1,0,43,0,0,13.122349377306328,False,True,False,False
12,199999.0,1,1,1,53,0,0,13.592358256611783,False,True,False,False
65,100003.99,1,0,1,23,0,0,12.611541086966115,False,False,True,False
17,113821.0,1,0,0,56,3,3,13.122349377306328,False,True,False,False
53,199999.99,1,0,1,44,0,0,14.10319258678548,False,True,False,False
17,120000.68,0,1,0,52,3,2,13.592358256611783,False,True,False,False
24,200000.0,0,5,1,61,1,0,13.208096151615411,False,True,False,False
12,150000.0,0,1,1,64,2,0,13.527829818844937,False,True,False,False
32,141699.97,1,0,0,45,3,0,13.122349377306328,False,True,False,False
17,112782.11,1,0,0,39,1,0,14.151977794572987,False,True,False,False
22,100000.0,1,0,1,30,1,0,12.765702719077842,False,True,False,False
17,136522.56,1,0,0,63,2,1,13.122349377306328,False,True,False,False
12,100001.0,1,1,1,36,1,0,13.773689105819267,False,True,False,False
21,100000.0,1,5,1,74,2,0,13.208096151615411,False,True,False,False
12,100000.8,1,0,1,37,1,1,13.458831328302072,False,True,False,False
22,100875.0,1,0,1,24,0,3,13.122373377354329,False,False,True,False
12,200000.0,1,1,1,50,0,0,13.458831328302072,False,True,False,False
17,100000.8,1,0,1,45,1,1,12.409033897481885,False,True,False,False
37,120000.96,0,0,1,47,3,1,12.429204196772384,False,True,False,False
17,100000.08,1,0,1,22,0,0,12.899212326061994,False,False,True,False
17,186746.96,1,0,0,39,2,3,13.592358256611783,False,True,False,False
12,108173.76,1,1,1,21,0,1,12.676054399536648,False,False,True,False
12,100002.0,1,0,1,62,3,3,13.304686600863562,False,True,False,False
27,100000.0,1,0,1,27,2,0,13.304686600863562,False,True,False,False
12,100000.0,1,0,1,47,1,0,14.731800089837709,False,True,False,False
99,100514.82,0,0,0,29,0,0,14.10319258678548,False,True,False,False
12,100000.0,0,0,1,65,3,0,11.51289546452022,False,True,False,False
22,100000.0,1,0,1,28,3,3,12.765702719077842,False,True,False,False
53,100000.0,1,0,1,29,3,3,12.793862088206213,False,True,False,False
17,250000.88,1,1,0,55,0,0,14.508654238518094,False,True,False,False
12,300002.4,1,0,1,50,0,1,14.10319258678548,False,True,False,False
17,123692.04,0,0,0,37,3,1,12.611541086966115,False,True,False,False
17,120803.12,1,0,0,52,2,3,13.815507557959775,False,True,False,False
78,149999.88,1,0,0,58,0,0,12.765668433265594,False,True,False,False
12,120000.96,1,0,1,28,0,1,12.611541086966115,False,False,True,False
12,100000.8,1,0,1,47,2,1,13.122373377354329,False,True,False,False
12,100000.0,1,5,1,58,3,0,13.208096151615411,False,True,False,False
17,105281.2,0,0,0,30,2,3,12.765668433265594,False,True,False,False
39,100000.0,1,0,1,46,1,2,13.304686600863562,False,True,False,False
12,176000.39,0,0,0,67,0,0,13.017005083966255,False,False,False,True
60,100512.94,1,0,0,45,3,3,12.899212326061994,False,True,False,False
17,100000.56,0,1,0,48,0,0,13.592358256611783,False,True,False,False
29,199900.0,1,0,1,56,3,3,12.206097645217678,False,True,False,False
49,100000.0,1,0,1,46,1,0,12.899212326061994,False,True,False,False
17,105136.92,0,1,0,36,2,1,12.100717685412471,False,True,False,False
78,127440.17,1,0,0,25,0,0,11.98291034404018,False,False,True,False
26,150000.0,0,0,1,58,3,0,13.122373377354329,False,True,False,False
84,317343.75,0,0,0,56,0,0,14.10319258678548,False,True,False,False
55,300048.09,1,0,0,50,3,0,16.06342962266112,False,True,False,False
12,300002.4,1,0,1,33,1,1,13.304686600863562,False,True,False,False
12,120000.96,1,0,1,38,0,1,14.038648509262805,False,False,True,False
37,400000.0,0,0,1,57,3,3,13.592358256611783,False,True,False,False
32,200000.0,1,0,1,52,3,3,14.457362865188054,False,True,False,False
63,100000.34,1,1,0,42,3,3,13.458831328302072,False,True,False,False
50,112500.0,1,0,1,45,1,0,13.122373377354329,False,True,False,False
12,128247.0,1,4,1,46,1,0,12.429204196772384,False,True,False,False
17,100000.0,0,3,1,24,3,0,13.753631962751733,False,True,False,False
101,110232.52,1,0,0,30,0,3,14.10319258678548,False,True,False,False
12,200000.0,1,0,1,45,1,0,13.217668102648323,False,True,False,False
61,600000.0,0,0,1,34,1,0,13.458831328302072,False,True,False,False
45,500004.0,1,0,1,39,0,1,13.997832948091215,False,False,True,False
12,199999.99,1,0,1,59,1,0,14.151977794572987,False,True,False,False
25,100000.0,1,0,1,60,2,3,13.458831328302072,False,True,False,False
12,100000.0,0,0,1,56,0,0,14.07111123160151,False,False,False,True
12,120000.96,0,1,1,50,3,1,12.899212326061994,False,True,False,False
29,100000.0,1,0,1,66,1,0,13.122373377354329,False,True,False,False
12,100200.0,1,0,1,26,0,1,12.611541086966115,False,False,True,False
12,100000.0,1,1,1,35,1,0,13.860351027587427,False,True,False,False
55,125000.0,1,0,1,40,1,3,12.84477683978456,False,True,False,False
23,110000.0,1,0,1,61,1,0,12.899242325836997,False,True,False,False
22,100003.99,1,0,1,52,1,0,12.644317898995148,False,True,False,False
12,100000.0,0,1,1,49,0,3,13.592358256611783,False,True,False,False
12,100000.0,1,0,1,46,2,3,13.122373377354329,False,True,False,False
42,240141.72,1,0,1,48,3,1,15.424949470397875,False,True,False,False
30,100000.0,0,0,1,64,1,0,12.429204196772384,False,True,False,False
12,100000.0,1,1,1,40,0,0,13.997832948091215,False,False,True,False
12,200000.0,0,4,1,49,3,0,13.592373256630534,False,True,False,False
96,100513.4,1,0,0,43,0,2,14.10319258678548,False,True,False,False
22,103090.1,1,0,0,52,0,0,14.220976332738882,False,True,False,False
34,100000.0,1,4,1,45,3,0,13.017005083966255,False,True,False,False
17,120000.96,1,0,1,61,2,1,14.10319258678548,False,True,False,False
69,309579.27,1,0,0,35,3,0,13.122349377306328,False,True,False,False
27,100000.0,1,0,1,57,3,2,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,39,1,0,13.458831328302072,False,True,False,False
42,200000.0,0,0,1,53,3,0,13.710151153416941,False,True,False,False
27,175498.92,1,1,0,43,2,0,13.592358256611783,False,True,False,False
32,159442.0,1,0,0,46,3,3,14.731800089837709,False,True,False,False
91,134802.7,1,0,0,40,0,0,14.10319258678548,False,True,False,False
94,221299.93,1,0,0,45,0,0,13.122349377306328,False,True,False,False
19,100000.0,1,0,1,75,1,3,13.122373377354329,False,True,False,False
27,113269.4,1,0,0,46,1,3,12.899212326061994,False,True,False,False
17,100000.59,1,0,0,59,3,0,13.864301674514206,False,True,False,False
17,301552.73,1,0,0,48,2,0,13.458831328302072,False,True,False,False
57,100000.0,1,0,1,25,0,3,12.899212326061994,False,False,True,False
17,130524.24,1,1,0,59,3,1,13.122349377306328,False,True,False,False
86,272976.2,1,1,0,47,0,0,14.785857942631806,False,True,False,False
12,100000.0,1,4,1,43,1,2,12.429204196772384,False,True,False,False
17,200000.0,1,0,1,47,1,0,14.685549999998287,False,True,False,False
22,123710.28,1,1,0,60,1,1,12.899212326061994,False,True,False,False
17,100000.0,1,0,1,70,0,0,14.10319258678548,False,True,False,False
17,150000.0,0,0,1,34,2,0,14.508660238521095,False,True,False,False
75,304549.62,1,1,0,28,3,3,13.458831328302072,False,True,False,False
30,150000.0,1,0,1,55,3,2,13.017005083966255,False,True,False,False
27,10000000.0,0,0,1,57,3,0,14.557448378884015,False,True,False,False
38,120000.96,1,0,1,37,2,1,12.765702719077842,False,True,False,False
27,104000.4,1,1,0,22,0,0,13.458831328302072,False,False,True,False
86,100000.0,1,1,1,46,0,0,14.305057881554688,False,True,False,False
56,200000.0,0,0,1,39,3,0,12.765702719077842,False,True,False,False
81,149999.6,1,0,0,52,0,0,14.346134691370908,False,True,False,False
12,120000.0,1,0,1,36,2,2,13.017005083966255,False,True,False,False
12,120000.96,1,1,1,45,2,1,13.122349377306328,False,True,False,False
17,120273.87,1,0,0,57,3,0,12.765668433265594,False,True,False,False
17,248231.16,1,0,0,59,3,1,13.592358256611783,False,True,False,False
23,250000.0,1,0,1,62,1,0,15.201804169083884,False,True,False,False
17,100000.12,0,5,0,66,0,0,13.208096151615411,False,True,False,False
46,100000.0,0,0,1,38,3,2,12.611541086966115,False,True,False,False
27,200000.0,1,5,1,61,3,3,13.208096151615411,False,True,False,False
27,189344.52,1,0,0,62,3,1,13.235679562633207,False,True,False,False
12,100000.0,1,0,1,44,2,0,13.017005083966255,False,True,False,False
54,250000.0,1,0,1,29,3,3,12.506180941677357,False,True,False,False
12,100000.0,1,0,1,35,3,0,12.765668433265594,False,True,False,False
17,113316.53,1,1,0,43,3,0,12.899212326061994,False,True,False,False
12,100000.0,1,1,1,43,3,3,14.077872514736795,False,True,False,False
63,101592.24,0,0,0,41,1,0,13.997832948091215,False,True,False,False
12,121815.24,1,0,0,66,1,1,13.592358256611783,False,True,False,False
36,300000.0,0,0,1,48,2,0,13.535797977912118,False,True,False,False
12,100000.0,1,0,1,55,1,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,28,1,0,14.10319258678548,False,True,False,False
22,103090.02,0,0,0,23,3,0,12.959827977182677,False,True,False,False
69,305368.0,1,1,0,36,3,0,13.592358256611783,False,True,False,False
33,100000.0,1,0,1,62,3,0,13.910814374111988,False,True,False,False
55,100000.0,1,0,1,40,2,0,13.527829818844937,False,True,False,False
95,299999.86,1,1,0,34,0,0,12.611541086966115,False,True,False,False
54,142000.0,1,0,1,41,3,0,13.815507557959775,False,True,False,False
27,120000.0,1,0,1,28,3,0,12.67609189965384,False,True,False,False
66,100514.66,1,0,0,39,3,0,12.206097645217678,False,True,False,False
53,180001.44,1,0,1,30,2,1,12.611541086966115,False,True,False,False
17,100000.0,1,0,1,30,1,0,13.815507557959775,False,True,False,False
27,100000.0,1,0,1,71,2,0,14.10319258678548,False,True,False,False
22,288652.03,1,1,0,51,0,0,13.997832948091215,False,True,False,False
22,515449.9,0,0,0,67,2,0,13.592358256611783,False,True,False,False
17,100000.0,1,4,1,46,2,0,12.873904582205107,False,True,False,False
17,125000.0,1,0,1,48,3,0,13.815507557959775,False,True,False,False
38,100000.0,1,0,1,62,3,0,14.10319258678548,False,True,False,False
41,100000.0,1,0,1,54,2,0,13.815507557959775,False,True,False,False
19,192984.52,0,1,0,47,3,3,12.339260854273844,False,True,False,False
27,100000.0,1,0,1,34,0,0,13.270778210095433,False,False,True,False
9,120000.96,1,0,1,33,1,1,13.122373377354329,False,True,False,False
17,100000.8,1,0,1,29,0,1,13.815507557959775,False,False,True,False
70,100000.0,1,0,1,55,0,0,14.10319258678548,False,True,False,False
30,100000.0,0,0,1,64,0,0,15.250595321348806,False,False,False,False
